,id,y,year,stage,match,gameday,time,home,away,stadium,tv,avg_cus,youbi,setsu,start_hour
15,14283,18526,2012,Ｊ１,第３３節第１日,11/24(土),14:34,ベガルタ仙台,アルビレックス新潟,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ／ＮＨＫ　ＢＳ１（録）,15351.315789473685,土,33,14
16,14836,16353,2013,Ｊ１,第１節第１日,03/02(土),14:06,ベガルタ仙台,ヴァンフォーレ甲府,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス／ＮＨＫ仙台／ＮＨＫ甲府,15351.315789473685,土,1,14
17,14854,13232,2013,Ｊ１,第３節第１日,03/16(土),14:04,ベガルタ仙台,柏レイソル,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,15351.315789473685,土,3,14
18,14872,12883,2013,Ｊ１,第５節第１日,04/06(土),14:04,ベガルタ仙台,アルビレックス新潟,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,土,5,14
19,14927,14327,2013,Ｊ１,第１１節第１日,05/11(土),14:04,ベガルタ仙台,大宮アルディージャ,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス／仙台放送,15351.315789473685,土,11,14
20,14955,13470,2013,Ｊ１,第１４節第１日,07/06(土),19:03,ベガルタ仙台,湘南ベルマーレ,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,土,14,19
21,14973,14318,2013,Ｊ１,第１６節第１日,07/13(土),19:04,ベガルタ仙台,ジュビロ磐田,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,土,16,19
22,14980,11755,2013,Ｊ１,第１７節第１日,07/17(水),19:04,ベガルタ仙台,サンフレッチェ広島,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,水,17,19
23,15000,14365,2013,Ｊ１,第１９節第１日,08/03(土),19:04,ベガルタ仙台,川崎フロンターレ,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,15351.315789473685,土,19,19
24,15009,17892,2013,Ｊ１,第２０節第１日,08/10(土),19:04,ベガルタ仙台,鹿島アントラーズ,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,土,20,19
25,15034,15101,2013,Ｊ１,第２３節第１日,08/28(水),19:04,ベガルタ仙台,セレッソ大阪,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,水,23,19
26,15058,13411,2013,Ｊ１,第２５節第２日,09/14(土),19:04,ベガルタ仙台,大分トリニータ,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,土,25,19
27,15075,17849,2013,Ｊ１,第２７節第１日,09/28(土),13:04,ベガルタ仙台,横浜Ｆ・マリノス,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,土,27,13
28,15088,15178,2013,Ｊ１,第２９節第１日,10/19(土),14:04,ベガルタ仙台,名古屋グランパス,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,土,29,14
29,15124,17394,2013,Ｊ１,第３３節第１日,11/30(土),17:04,ベガルタ仙台,清水エスパルス,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス／ＮＨＫ仙台,15351.315789473685,土,33,17
30,15668,15852,2014,Ｊ１,第１節第１日,03/01(土),14:05,ベガルタ仙台,アルビレックス新潟,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス／ＮＨＫ仙台／ＮＨＫ新潟,15351.315789473685,土,1,14
31,15693,13380,2014,Ｊ１,第３節第１日,03/15(土),17:04,ベガルタ仙台,ガンバ大阪,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,土,3,17
32,15706,11144,2014,Ｊ１,第５節第２日,03/29(土),14:04,ベガルタ仙台,ヴァンフォーレ甲府,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,土,5,14
33,15732,11413,2014,Ｊ１,第８節第１日,04/19(土),14:04,ベガルタ仙台,サガン鳥栖,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,土,8,14
34,15755,13040,2014,Ｊ１,第１０節第１日,04/29(火・祝),16:04,ベガルタ仙台,川崎フロンターレ,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,火,10,16
35,15768,12945,2014,Ｊ１,第１２節第１日,05/06(火・休),13:04,ベガルタ仙台,ヴィッセル神戸,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,15351.315789473685,火,12,13
36,15793,18863,2014,Ｊ１,第１４節第２日,05/18(日),13:04,ベガルタ仙台,サンフレッチェ広島,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス／ＮＨＫ仙台／ＮＨＫ広島,15351.315789473685,日,14,13
37,15804,13302,2014,Ｊ１,第１６節第１日,07/23(水),19:03,ベガルタ仙台,名古屋グランパス,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス／東北放送,15351.315789473685,水,16,19
38,13995,24316,2012,Ｊ１,第１節第１日,03/10(土),14:04,名古屋グランパス,清水エスパルス,豊田スタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＮＨＫ名古屋,19498.65,土,1,14
39,14032,13824,2012,Ｊ１,第５節第１日,04/07(土),14:03,名古屋グランパス,サガン鳥栖,豊田スタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／ＮＨＫ名古屋／ＮＨＫ佐賀,19498.65,土,5,14
40,14044,12896,2012,Ｊ１,第６節第１日,04/14(土),16:03,名古屋グランパス,コンサドーレ札幌,豊田スタジアム,スカパー／ｅ２／スカパー光,19498.65,土,6,16
41,14102,16657,2012,Ｊ１,第１３節第１日,05/25(金),19:33,名古屋グランパス,セレッソ大阪,豊田スタジアム,スカパー／ｅ２／スカパー光,19498.65,金,13,19
42,14151,24397,2012,Ｊ１,第１８節第１日,07/14(土),19:03,名古屋グランパス,ベガルタ仙台,豊田スタジアム,スカパー／ｅ２／スカパー光,19498.65,土,18,19
43,14262,22332,2012,Ｊ１,第３０節第１日,10/27(土),14:03,名古屋グランパス,横浜Ｆ・マリノス,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋,19498.65,土,30,14
44,14287,23892,2012,Ｊ１,第３３節第１日,11/24(土),14:33,名古屋グランパス,鹿島アントラーズ,豊田スタジアム,スカパー！／スカパー！プレミアムサービス,19498.65,土,33,14
45,14838,21748,2013,Ｊ１,第１節第１日,03/02(土),14:04,名古屋グランパス,ジュビロ磐田,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋／ＮＨＫ静岡,19498.65,土,1,14
46,14884,13159,2013,Ｊ１,第６節第１日,04/13(土),14:03,名古屋グランパス,アルビレックス新潟,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋,19498.65,土,6,14
47,14925,12075,2013,Ｊ１,第１０節第１日,05/06(月・休),19:03,名古屋グランパス,ベガルタ仙台,豊田スタジアム,スカパー！／スカパー！プレミアムサービス,19498.65,月,10,19
48,14931,18512,2013,Ｊ１,第１１節第１日,05/11(土),15:04,名古屋グランパス,横浜Ｆ・マリノス,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／名古屋テレビ（録）,19498.65,土,11,15
49,14961,17950,2013,Ｊ１,第１４節第１日,07/06(土),19:04,名古屋グランパス,清水エスパルス,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／東海テレビ（録）,19498.65,土,14,19
50,14997,15881,2013,Ｊ１,第１８節第１日,07/31(水),19:34,名古屋グランパス,鹿島アントラーズ,豊田スタジアム,スカパー！／スカパー！プレミアムサービス,19498.65,水,18,19
51,15103,14016,2013,Ｊ１,第３０節第２日,10/27(日),16:04,名古屋グランパス,大宮アルディージャ,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋,19498.65,日,30,16
52,15122,17483,2013,Ｊ１,第３２節第１日,11/23(土・祝),17:04,名古屋グランパス,柏レイソル,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１（録）,19498.65,土,32,17
53,15128,26369,2013,Ｊ１,第３３節第１日,11/30(土),17:05,名古屋グランパス,ヴァンフォーレ甲府,豊田スタジアム,スカパー！／スカパー！プレミアムサービス,19498.65,土,33,17
54,15715,15214,2014,Ｊ１,第６節第１日,04/06(日),13:04,名古屋グランパス,サンフレッチェ広島,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ名古屋,19498.65,日,6,13
55,15728,19505,2014,Ｊ１,第７節第２日,04/12(土),15:04,名古屋グランパス,浦和レッズ,豊田スタジアム,スカパー！／スカパー！プレミアムサービス,19498.65,土,7,15
56,15765,38966,2014,Ｊ１,第１１節第１日,05/03(土・祝),19:04,名古屋グランパス,セレッソ大阪,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／名古屋テレビ（録）,19498.65,土,11,19
57,15780,20781,2014,Ｊ１,第１３節第１日,05/10(土),13:04,名古屋グランパス,ガンバ大阪,豊田スタジアム,スカパー！／スカパー！プレミアムサービス,19498.65,土,13,13
58,13996,17066,2012,Ｊ１,第１節第１日,03/10(土),14:04,ガンバ大阪,ヴィッセル神戸,万博記念競技場,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／ＮＨＫ大阪,13406.175,土,1,14
59,14046,17134,2012,Ｊ１,第６節第１日,04/14(土),19:04,ガンバ大阪,川崎フロンターレ,万博記念競技場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,13406.175,土,6,19
60,14056,8548,2012,Ｊ１,第７節第２日,04/22(日),19:03,ガンバ大阪,清水エスパルス,万博記念競技場,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,13406.175,日,7,19
61,14074,10840,2012,Ｊ１,第９節第２日,06/27(水),19:03,ガンバ大阪,名古屋グランパス,万博記念競技場,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）,13406.175,水,9,19
62,14092,15253,2012,Ｊ１,第１１節第１日,05/12(土),19:04,ガンバ大阪,ベガルタ仙台,万博記念競技場,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,13406.175,土,11,19
63,14103,8218,2012,Ｊ１,第１３節第１日,05/25(金),19:03,ガンバ大阪,サガン鳥栖,万博記念競技場,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,13406.175,金,13,19
64,14117,14977,2012,Ｊ１,第１４節第１日,06/16(土),19:03,ガンバ大阪,浦和レッズ,万博記念競技場,スカパー／ｅ２／スカパー光,13406.175,土,14,19
65,14135,14006,2012,Ｊ１,第１６節第１日,06/30(土),19:04,ガンバ大阪,柏レイソル,万博記念競技場,スカパー／ｅ２／スカパー光,13406.175,土,16,19
66,14152,14966,2012,Ｊ１,第１８節第１日,07/14(土),19:03,ガンバ大阪,横浜Ｆ・マリノス,万博記念競技場,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）,13406.175,土,18,19
67,14170,12964,2012,Ｊ１,第２０節第１日,08/04(土),19:03,ガンバ大阪,大宮アルディージャ,万博記念競技場,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,13406.175,土,20,19
68,14181,18578,2012,Ｊ１,第２１節第１日,08/11(土),19:03,ガンバ大阪,セレッソ大阪,万博記念競技場,スカパー／ｅ２／スカパー光,13406.175,土,21,19
69,14215,17381,2012,Ｊ１,第２５節第１日,09/15(土),19:03,ガンバ大阪,アルビレックス新潟,万博記念競技場,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ／毎日放送（録）,13406.175,土,25,19
70,14234,14163,2012,Ｊ１,第２７節第１日,09/29(土),16:03,ガンバ大阪,鹿島アントラーズ,万博記念競技場,スカパー／ｅ２／スカパー光,13406.175,土,27,16
71,14263,17617,2012,Ｊ１,第３０節第１日,10/27(土),14:03,ガンバ大阪,サンフレッチェ広島,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,土,30,14
72,14288,19393,2012,Ｊ１,第３３節第１日,11/24(土),14:33,ガンバ大阪,ＦＣ東京,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,土,33,14
73,15152,18041,2013,Ｊ２,第１節第１日,03/03(日),16:03,ガンバ大阪,京都サンガF.C.,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,1,16
74,15172,13476,2013,Ｊ２,第３節第１日,03/17(日),16:03,ガンバ大阪,横浜ＦＣ,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,3,16
75,15195,11117,2013,Ｊ２,第５節第１日,03/24(日),16:03,ガンバ大阪,ジェフユナイテッド千葉,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,5,16
76,15213,10010,2013,Ｊ２,第７節第１日,04/07(日),14:03,ガンバ大阪,東京ヴェルディ,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,7,14
77,15273,12729,2013,Ｊ２,第１２節第１日,05/03(金・祝),19:03,ガンバ大阪,ＦＣ岐阜,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,金,12,19
78,15304,8045,2013,Ｊ２,第１５節第１日,05/19(日),16:03,ガンバ大阪,ザスパクサツ群馬,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,15,16
79,15322,12633,2013,Ｊ２,第１７節第１日,06/01(土),16:04,ガンバ大阪,栃木ＳＣ,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,土,17,16
80,15369,13708,2013,Ｊ２,第２１節第１日,06/29(土),19:03,ガンバ大阪,徳島ヴォルティス,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,土,21,19
81,15399,9425,2013,Ｊ２,第２４節第１日,07/14(日),18:03,ガンバ大阪,ギラヴァンツ北九州,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,24,18
82,15412,18193,2013,Ｊ２,第２５節第１日,07/20(土),18:03,ガンバ大阪,ヴィッセル神戸,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,土,25,18
83,15445,13440,2013,Ｊ２,第２８節第１日,08/11(日),18:03,ガンバ大阪,アビスパ福岡,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,28,18
84,15455,12449,2013,Ｊ２,第２９節第１日,08/18(日),18:03,ガンバ大阪,コンサドーレ札幌,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,29,18
85,15489,9895,2013,Ｊ２,第３２節第１日,09/01(日),18:03,ガンバ大阪,Ｖ・ファーレン長崎,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,32,18
86,15498,6559,2013,Ｊ２,第３３節第１日,09/15(日),18:03,ガンバ大阪,水戸ホーリーホック,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,33,18
87,15520,12671,2013,Ｊ２,第３５節第１日,09/29(日),18:03,ガンバ大阪,愛媛ＦＣ,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,35,18
88,15543,9286,2013,Ｊ２,第３７節第１日,10/20(日),16:04,ガンバ大阪,カターレ富山,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,37,16
89,15564,11402,2013,Ｊ２,第３９節第１日,11/03(日・祝),13:05,ガンバ大阪,ロアッソ熊本,万博記念競技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ大阪／毎日放送（録）,13406.175,日,39,13
90,15587,13970,2013,Ｊ２,第４１節第１日,11/17(日),14:03,ガンバ大阪,モンテディオ山形,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,41,14
91,15674,18438,2014,Ｊ１,第１節第１日,03/01(土),19:04,ガンバ大阪,浦和レッズ,万博記念競技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,13406.175,土,1,19
92,15702,18301,2014,Ｊ１,第４節第１日,03/23(日),16:03,ガンバ大阪,サンフレッチェ広島,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,4,16
93,15721,12899,2014,Ｊ１,第６節第１日,04/06(日),16:03,ガンバ大阪,鹿島アントラーズ,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,日,6,16
94,15737,11059,2014,Ｊ１,第８節第１日,04/19(土),16:04,ガンバ大阪,大宮アルディージャ,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,土,8,16
95,15757,13845,2014,Ｊ１,第１０節第１日,04/29(火・祝),16:04,ガンバ大阪,柏レイソル,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,火,10,16
96,15773,12654,2014,Ｊ１,第１２節第１日,05/06(火・休),19:04,ガンバ大阪,徳島ヴォルティス,万博記念競技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,13406.175,火,12,19
97,15809,10898,2014,Ｊ１,第１６節第１日,07/23(水),19:03,ガンバ大阪,清水エスパルス,万博記念競技場,スカパー！／スカパー！プレミアムサービス,13406.175,水,16,19
98,13997,29603,2012,Ｊ１,第１節第１日,03/10(土),14:06,サンフレッチェ広島,浦和レッズ,エディオンスタジアム広島,スカパー／ｅ２／スカパー光／ＮＨＫ広島,16380.945945945947,土,1,14
99,14013,14349,2012,Ｊ１,第３節第１日,03/24(土),13:04,サンフレッチェ広島,鹿島アントラーズ,エディオンスタジアム広島,スカパー／ｅ２／スカパー光,16380.945945945947,土,3,13
100,14037,12318,2012,Ｊ１,第５節第１日,04/07(土),19:04,サンフレッチェ広島,ガンバ大阪,エディオンスタジアム広島,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,16380.945945945947,土,5,19
101,14051,11123,2012,Ｊ１,第７節第１日,04/21(土),14:05,サンフレッチェ広島,名古屋グランパス,エディオンスタジアム広島,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１,16380.945945945947,土,7,14
102,14069,17826,2012,Ｊ１,第９節第１日,05/03(木・祝),16:04,サンフレッチェ広島,アルビレックス新潟,エディオンスタジアム広島,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／ＮＨＫ広島／ＮＨＫ新潟,16380.945945945947,木,9,16
103,14088,12073,2012,Ｊ１,第１１節第１日,05/12(土),15:04,サンフレッチェ広島,横浜Ｆ・マリノス,エディオンスタジアム広島,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,16380.945945945947,土,11,15
104,14094,12613,2012,Ｊ１,第１２節第１日,05/19(土),14:04,サンフレッチェ広島,ヴィッセル神戸,エディオンスタジアム広島,スカパー／ｅ２／スカパー光／ＮＨＫ広島／ＮＨＫ神戸,16380.945945945947,土,12,14
105,14124,15304,2012,Ｊ１,第１５節第１日,06/23(土),18:35,サンフレッチェ広島,大宮アルディージャ,エディオンスタジアム広島,スカパー／ｅ２／スカパー光,16380.945945945947,土,15,18
106,14146,12769,2012,Ｊ１,第１７節第１日,07/07(土),19:05,サンフレッチェ広島,ジュビロ磐田,エディオンスタジアム広島,スカパー／ｅ２／スカパー光,16380.945945945947,土,17,19
107,14154,11585,2012,Ｊ１,第１８節第１日,07/14(土),19:04,サンフレッチェ広島,川崎フロンターレ,エディオンスタジアム広島,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,16380.945945945947,土,18,19
108,14172,16448,2012,Ｊ１,第２０節第１日,08/04(土),19:04,サンフレッチェ広島,清水エスパルス,エディオンスタジアム広島,スカパー／ｅ２／スカパー光,16380.945945945947,土,20,19
109,14200,23656,2012,Ｊ１,第２３節第１日,08/25(土),19:05,サンフレッチェ広島,ＦＣ東京,エディオンスタジアム広島,スカパー／ｅ２／スカパー光,16380.945945945947,土,23,19
110,14218,25352,2012,Ｊ１,第２５節第１日,09/15(土),19:04,サンフレッチェ広島,ベガルタ仙台,エディオンスタジアム広島,スカパー／ｅ２／スカパー光,16380.945945945947,土,25,19
111,14236,15463,2012,Ｊ１,第２７節第１日,09/29(土),13:33,サンフレッチェ広島,サガン鳥栖,エディオンスタジアム広島,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）／中国放送,16380.945945945947,土,27,13
112,14269,13204,2012,Ｊ１,第３１節第１日,11/07(水),19:04,サンフレッチェ広島,コンサドーレ札幌,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,16380.945945945947,水,31,19
113,14289,32724,2012,Ｊ１,第３３節第１日,11/24(土),14:36,サンフレッチェ広島,セレッソ大阪,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,16380.945945945947,土,33,14
114,14840,27911,2013,Ｊ１,第１節第１日,03/02(土),14:06,サンフレッチェ広島,浦和レッズ,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,16380.945945945947,土,1,14
115,14862,16029,2013,Ｊ１,第３節第２日,03/17(日),13:06,サンフレッチェ広島,鹿島アントラーズ,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス,16380.945945945947,日,3,13
116,14874,10554,2013,Ｊ１,第５節第１日,04/06(土),14:04,サンフレッチェ広島,横浜Ｆ・マリノス,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス,16380.945945945947,土,5,14
117,14888,13164,2013,Ｊ１,第６節第２日,04/14(日),13:05,サンフレッチェ広島,サガン鳥栖,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ広島,16380.945945945947,日,6,13
118,14915,10045,2013,Ｊ１,第９節第２日,05/29(水),19:06,サンフレッチェ広島,柏レイソル,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス※１,16380.945945945947,水,9,19
119,14926,10708,2013,Ｊ１,第１１節第１日,05/11(土),13:04,サンフレッチェ広島,大分トリニータ,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス,16380.945945945947,土,11,13
120,14938,10550,2013,Ｊ１,第１２節第１日,05/18(土),14:04,サンフレッチェ広島,ヴァンフォーレ甲府,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ広島,16380.945945945947,土,12,14
121,14967,10236,2013,Ｊ１,第１５節第１日,07/10(水),19:05,サンフレッチェ広島,川崎フロンターレ,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス,16380.945945945947,水,15,19
122,14994,16351,2013,Ｊ１,第１８節第１日,07/31(水),19:04,サンフレッチェ広島,大宮アルディージャ,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス,16380.945945945947,水,18,19
123,15014,19705,2013,Ｊ１,第２０節第１日,08/10(土),19:05,サンフレッチェ広島,ジュビロ磐田,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,16380.945945945947,土,20,19
124,15024,20879,2013,Ｊ１,第２１節第１日,08/17(土),19:05,サンフレッチェ広島,名古屋グランパス,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス,16380.945945945947,土,21,19
125,15068,16196,2013,Ｊ１,第２６節第１日,09/21(土),14:04,サンフレッチェ広島,アルビレックス新潟,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／中国放送,16380.945945945947,土,26,14
126,15097,17184,2013,Ｊ１,第３０節第１日,10/26(土),16:04,サンフレッチェ広島,ベガルタ仙台,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ広島／ＮＨＫ仙台,16380.945945945947,土,30,16
127,15130,27392,2013,Ｊ１,第３３節第１日,11/30(土),14:05,サンフレッチェ広島,湘南ベルマーレ,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ広島,16380.945945945947,土,33,14
128,15677,16176,2014,Ｊ１,第２節第１日,03/08(土),12:34,サンフレッチェ広島,川崎フロンターレ,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス,16380.945945945947,土,2,12
